,index,full_name,club,age,league
3981,13598,Matt Butcher,Bournemouth,20,English Premier League
3982,13600,Adrián Diéguez Grande,Deportivo Alavés,21,Spanish Primera División
3983,13603,Daniel Barlaser,Newcastle United,20,English Premier League
3984,13610,Uwe Hesse, SSV Jahn Regensburg,29,German 2. Bundesliga
3985,13634,Marco Festa,Crotone,25,Italian Serie A
3986,13654,Théodore Efouba Ayissi,FC Metz,20,French Ligue 1
3987,13657,Vincent Sierro,SC Freiburg,21,German Bundesliga
3988,13659,Fynn Arkenberg,Hannover 96,21,German Bundesliga
3989,13660,Sergi Álamo Bautista,Girona CF,19,Spanish Primera División
3990,13662,Kevin Lankford,1. FC Heidenheim,18,German 2. Bundesliga
3991,13671,Francisco López Manzanera,Levante UD,20,Spanish Primera División
3992,13677,Alberto López Jiménez,Málaga CF,22,Spanish Primera División
3993,13678,Dujon Sterling,Chelsea,17,English Premier League
3994,13684,Sava? Polat,Atiker Konyaspor,20,Turkish Süper Lig
3995,13689,Krystian Bielik,Arsenal,19,English Premier League
3996,13693,Ahmet Ild?z,Kasimpa?a SK,20,Turkish Süper Lig
3997,13694,Nicolas Sessa,VfB Stuttgart,21,German Bundesliga
3998,13713,Phillip Tietz,Eintracht Braunschweig,19,German 2. Bundesliga
3999,13714,Ahmet Hakan Sevinç,Trabzonspor,18,Turkish Süper Lig
4000,13724,Daniel Steininger,SpVgg Greuther Fürth,22,German 2. Bundesliga
4001,13729,Jonjoe Kenny,Everton,20,English Premier League
4002,13731,Robin Hack,TSG 1899 Hoffenheim,18,German Bundesliga
4003,13759,Eros Dacaj,Eintracht Braunschweig,20,German 2. Bundesliga
4004,13761,Simone Pontisso,Udinese,20,Italian Serie A
4005,13762,Daniel Jarvis,Stoke City,19,English Premier League
4006,13767,Yunus Akgün,Galatasaray SK,16,Turkish Süper Lig
4007,13768,Emanuel Vignato,Chievo Verona,16,Italian Serie A
4008,13775,Sam Schreck,Bayer 04 Leverkusen,18,German Bundesliga
4009,13779,Maurice Jerome Litka,FC St. Pauli,21,German 2. Bundesliga
4010,13788,Cian Harries,Swansea City,20,English Premier League
4011,13789,Julio Gracia Gallardo,Real Betis Balompié,19,Spanish Primera División
4012,13794,Jérémie Porsan-Clemente,Montpellier Hérault SC,19,French Ligue 1
4013,13801,Sebastian Stolze, SSV Jahn Regensburg,22,German 2. Bundesliga
4014,13805,Hasan Ali Ad?güzel,Akhisar Belediyespor,17,Turkish Süper Lig
4015,13809,Harry Wilson,Liverpool,20,English Premier League
4016,13819,Joël Abu Hanna,1. FC Kaiserslautern,19,German 2. Bundesliga
4017,13820,Antoine Bernede,Paris Saint-Germain,18,French Ligue 1
4018,13828,Lemouya Goudiaby,FC Metz,20,French Ligue 1
4019,13829,Kenny Rocha Santos,AS Saint-Étienne,17,French Ligue 1
4020,13851,Ermedin Demirovi?,Deportivo Alavés,19,Spanish Primera División
4021,13858,Samed Karakoç,Fenerbahçe SK,20,Turkish Süper Lig
4022,13861,Emre Can Co?kun,Göztepe,23,Turkish Süper Lig
4023,13862,Görkem Sa?lam,VfL Bochum,19,German 2. Bundesliga
4024,13868,Víctor Moya Martínez,Villarreal CF,20,Spanish Primera División
4025,13870,Niklas Dorsch,FC Bayern Munich,19,German Bundesliga
4026,13873,Fabian Benko,FC Bayern Munich,19,German Bundesliga
4027,13890,Simone Edera,Torino,20,Italian Serie A
4028,13894,Luiz Felipe Ramos Marchi,Lazio,20,Italian Serie A
4029,13916,Sven Kopp, SSV Jahn Regensburg,22,German 2. Bundesliga
4030,13918,Ilyes Chaïbi,AS Monaco,20,French Ligue 1
4031,13920,Timo Königsmann,SpVgg Greuther Fürth,20,German 2. Bundesliga
4032,13924,Jerome Sinclair,Watford,20,English Premier League
4033,13928,Peru Nolaskoain Esnal,Athletic Club de Bilbao,18,Spanish Primera División
4034,13933,Tashan Oakley-Boothe,Tottenham Hotspur,17,English Premier League
4035,13944,Jeremies Miguel Valerón Ramón,UD Las Palmas,20,Spanish Primera División
4036,13949,Duplexe Tchamba,RC Strasbourg,18,French Ligue 1
4037,13954,Kevin Zohi,RC Strasbourg,20,French Ligue 1
4038,13971,Juan Moreno Fernández,Atlético Madrid,20,Spanish Primera División
4039,13993,Félix Eboa Eboa,En Avant de Guingamp,20,French Ligue 1
4040,13999,Amara Condé,Holstein Kiel,20,German 2. Bundesliga
4041,14005,Dominik Schad,SpVgg Greuther Fürth,20,German 2. Bundesliga
4042,14006,Ibrahima Konaté,RB Leipzig,18,German Bundesliga
4043,14027,Andoni López Saratxo,Athletic Club de Bilbao,21,Spanish Primera División
4044,14038,Maximilian Jansen,SV Sandhausen,24,German 2. Bundesliga
4045,14052,Alejandro Gutiérrez Mozo,CD Leganés,22,Spanish Primera División
4046,14053,Jonathan Klinsmann,Hertha BSC Berlin,20,German Bundesliga
4047,14054,Petko Hristov,Fiorentina,18,Italian Serie A
4048,14057,Iu Ranera Grau,Girona CF,22,Spanish Primera División
4049,14074,Landry Bonnefoi,RC Strasbourg,33,French Ligue 1
4050,14077,Sergio Arribas Blázquez,CD Leganés,21,Spanish Primera División
4051,14083,Daniel Zeaiter,MSV Duisburg,22,German 2. Bundesliga
4052,14094,Gabriele Gori,Fiorentina,18,Italian Serie A
4053,14103,Víctor López Ibañez,Deportivo Alavés,20,Spanish Primera División
4054,14106,Markus Schubert,SG Dynamo Dresden,19,German 2. Bundesliga
4055,14110,Roberto Olabe Del Arco,Atlético Madrid,21,Spanish Primera División
4056,14115,Guido Guerrieri,Lazio,21,Italian Serie A
4057,14119,Andrea Tozzo,Sampdoria,24,Italian Serie A
4058,14120,Yusuf Serdar Çoban,Alanyaspor,20,Turkish Süper Lig
4059,14121,Matteo Gabbia,Milan,17,Italian Serie A
4060,14122,Flavio Medeiros da Silva,Boavista FC,21,Portuguese Primeira Liga
4061,14126,Daniel Iglesias Gago,Deportivo Alavés,21,Spanish Primera División
4062,14127,Massimiliano Gatto,Chievo Verona,21,Italian Serie A
4063,14134,Rick Wulle,SV Sandhausen,23,German 2. Bundesliga
4064,14140,Albion Vrenezi, SSV Jahn Regensburg,23,German 2. Bundesliga
4065,14145,Vahid Selimovi?,FC Metz,20,French Ligue 1
4066,14149,David Raum,SpVgg Greuther Fürth,19,German 2. Bundesliga
4067,14151,Joel Gerezgiher,Holstein Kiel,21,German 2. Bundesliga
4068,14172,Atalay Babacan,Galatasaray SK,17,Turkish Süper Lig
4069,14175,Aïssa Bilal Laïdouni,Angers SCO,20,French Ligue 1
4070,14177,Juan Delgado Sirvent,Levante UD,23,Spanish Primera División
4071,14178,Jesús Tamayo Tapia,Getafe CF,22,Spanish Primera División
4072,14187,Eric Verstappen,Eintracht Braunschweig,23,German 2. Bundesliga
4073,14192,Pierrick Fito,Montpellier Hérault SC,21,French Ligue 1
4074,14197,Julien Ngoy,Stoke City,19,English Premier League
4075,14202,Luca Dürholtz,Holstein Kiel,23,German 2. Bundesliga
4076,14203,Alexis Alégué,FC Nantes,20,French Ligue 1
4077,14220,Miloš Pantovi?,FC Bayern Munich,20,German Bundesliga
4078,14228,Dennis Lippert,1. FC Nürnberg,21,German 2. Bundesliga
4079,14232,Carlos Daniel Cevada Teixeira,CS Marítimo,22,Portuguese Primeira Liga
4080,14245,Diogo Miguel Guedes Almeida,CD Feirense,19,Portuguese Primeira Liga
4081,14246,Jonathan Correia,En Avant de Guingamp,23,French Ligue 1
4082,14259,Young Jae Seo,Hamburger SV,22,German Bundesliga
4083,14260,Boubakary Soumaré,LOSC Lille,18,French Ligue 1
4084,14264,Nikolai Rehnen,DSC Arminia Bielefeld,20,German 2. Bundesliga
4085,14267,Sincere Seth,Evkur Yeni Malatyaspor,19,Turkish Süper Lig
4086,14271,Aaron Ramsdale,Bournemouth,19,English Premier League
4087,14274,Quentin N'Gakoutou,AS Monaco,23,French Ligue 1
4088,14277,Yusuf Çelik,Antalyaspor,21,Turkish Süper Lig
4089,14341,Timo Hübers,Hannover 96,20,German Bundesliga
4090,14343,Daniel Meredith,West Bromwich Albion,17,English Premier League
4091,14349,Chahreddine Boukholda,LOSC Lille,21,French Ligue 1
4092,14355,Ignatius Ganago,OGC Nice,18,French Ligue 1
4093,14366,Tom Edwards,Stoke City,18,English Premier League
4094,14369,Alois Confais,ES Troyes AC,20,French Ligue 1
4095,14392,Martell Taylor-Crossdale,Chelsea,17,English Premier League
4096,14407,Daniel Cárdenas Lindez,Levante UD,20,Spanish Primera División
4097,14411,Carlos Reinaldo Moreira Alves,Rio Ave FC,19,Portuguese Primeira Liga
4098,14413,Kouadio-Yves Dabila,LOSC Lille,20,French Ligue 1
4099,14417,Andrej Kotnik,Crotone,21,Italian Serie A
4100,14437,Brice Nlaté,Olympique de Marseille,20,French Ligue 1
4101,14451,Marcus Browne,West Ham United,19,English Premier League
4102,14452,Alberto Pérez Quintana,Levante UD,21,Spanish Primera División
4103,14453,Ozan Kabak,Galatasaray SK,17,Turkish Süper Lig
4104,14455,Abdussamed Karnuçu,Galatasaray SK,17,Turkish Süper Lig
4105,14458,Burak Turan,Kasimpa?a SK,20,Turkish Süper Lig
4106,14459,Diego Hernández Barriuso,Getafe CF,21,Spanish Primera División
4107,14461,Onur Ural,Kasimpa?a SK,20,Turkish Süper Lig
4108,14466,Thibaud Verlinden,Stoke City,17,English Premier League
4109,14470,Alfie Jones,Southampton,19,English Premier League
4110,14485,André Martins de Sousa,Vitória Setúbal,19,Portuguese Primeira Liga
4111,14486,Y?ld?r?m Mert Çetin,Gençlerbirli?i SK,20,Turkish Süper Lig
4112,14487,Sergio Tienza Valverde,Real Betis Balompié,20,Spanish Primera División
4113,14489,Júnior Firpo,Real Betis Balompié,20,Spanish Primera División
4114,14491,Stephane Omeonga,Genoa,21,Italian Serie A
4115,14501,Muhammed Furkan I??k,Medicana Sivasspor,20,Turkish Süper Lig
4116,14504,Serhat Mutlu,Medicana Sivasspor,20,Turkish Süper Lig
4117,14510,Teddy Bouriaud,FC Nantes,20,French Ligue 1
4118,14524,Rayan Souici,AS Saint-Étienne,19,French Ligue 1
4119,14526,Allef Andrade Rodrigues,Vitória Setúbal,22,Portuguese Primeira Liga
4120,14528,Dylan Mboumbouni,Olympique Lyonnais,21,French Ligue 1
4121,14532,Bruno André Cavaco Jordão,Lazio,18,Italian Serie A
4122,14535,Bobby Allain,Dijon FCO,25,French Ligue 1
4123,14545,Ken Gipson,SV Sandhausen,21,German 2. Bundesliga
4124,14549,Kyle Scott,Chelsea,19,English Premier League
4125,14558,Eddy Lecygne,Stoke City,20,English Premier League
4126,14560,Josh Tymon,Stoke City,18,English Premier League
4127,14562,Michaël Maria,FC Erzgebirge Aue,22,German 2. Bundesliga
4128,14566,Luke Amos,Tottenham Hotspur,20,English Premier League
4129,14567,Fabio De Paoli,Chievo Verona,20,Italian Serie A
4130,14572,Alessandro Confente,Chievo Verona,19,Italian Serie A
4131,14583,Faruk Çak?r,?stanbul Ba?ak?ehir FK,22,Turkish Süper Lig
4132,14608,Mamadou Fofana,Alanyaspor,19,Turkish Süper Lig
4133,14627,Simone Palombi,Lazio,21,Italian Serie A
4134,14629,Youssef Maziz,FC Metz,19,French Ligue 1
4135,14633,Julius Kade,Hertha BSC Berlin,18,German Bundesliga
4136,14637,Andrea Nalini,Crotone,27,Italian Serie A
4137,14646,Jessy Deminguet,SM Caen,19,French Ligue 1
4138,14666,Nicolas Haas,Atalanta,21,Italian Serie A
4139,14669,Tiago André Araújo Rodrigues,Rio Ave FC,20,Portuguese Primeira Liga
4140,14677,Nicolas Janvier,Stade Rennais FC,18,French Ligue 1
4141,14683,Namakoro Diallo,Stade Rennais FC,21,French Ligue 1
4142,14693,Rahman Bu?ra Ça??ran,Evkur Yeni Malatyaspor,22,Turkish Süper Lig
4143,14697,Harun Alpsoy,Antalyaspor,20,Turkish Süper Lig
4144,14699,Alberto Rodríguez Baró,Atlético Madrid,19,Spanish Primera División
4145,14708,Nathan Holland,West Ham United,19,English Premier League
4146,14711,Kódjo Alphonse,CD Feirense,24,Portuguese Primeira Liga
4147,14726,Baboucarr Gaye,DSC Arminia Bielefeld,19,German 2. Bundesliga
4148,14743,Scotty Sadzoute,LOSC Lille,19,French Ligue 1
4149,14745,Benjamin Vérité,LOSC Lille,18,French Ligue 1
4150,14758,Simone Lo Faso,Fiorentina,19,Italian Serie A
4151,14759,Utku Sen,Holstein Kiel,19,German 2. Bundesliga
4152,14760,Silvério Júnio Gonçalves da Silva,Rio Ave FC,21,Portuguese Primeira Liga
4153,14761,Florian Stritzel,SV Darmstadt 98,23,German 2. Bundesliga
4154,14765,Declan Rice,West Ham United,18,English Premier League
4155,14769,Darío Poveda Romera,Villarreal CF,20,Spanish Primera División
4156,14770,Moussa Sylla,AS Monaco,17,French Ligue 1
4157,14785,Mattéo Ahlinvi,En Avant de Guingamp,17,French Ligue 1
4158,14793,Joel Coleman,Huddersfield Town,21,English Premier League
4159,14803,Brian Landini,AS Saint-Étienne,22,French Ligue 1
4160,14812,Gustavo Quezada,Getafe CF,20,Spanish Primera División
4161,14814,Dániel Gyollai,Stoke City,20,English Premier League
4162,14819,Julien Serrano,AS Monaco,19,French Ligue 1
4163,14827,Ollie Shenton,Stoke City,19,English Premier League
4164,14835,Antony Evans,Everton,18,English Premier League
4165,14840,Fabio Della Giovanna,Ferrara (SPAL),20,Italian Serie A
4166,14863,Hakan Bilgiç,Medicana Sivasspor,24,Turkish Süper Lig
4167,14872,Orhan Vojic,VfL Wolfsburg,20,German Bundesliga
4168,14875,Ahmethan Köse,Fenerbahçe SK,20,Turkish Süper Lig
4169,14890,Marc Dauter,RB Leipzig,18,German Bundesliga
4170,14893,Javairo Dilrosun,Manchester City,19,English Premier League
4171,14907,Phil Neumann,FC Ingolstadt 04,19,German 2. Bundesliga
4172,14922,Tim Rieder,FC Augsburg,23,German Bundesliga
4173,14923,Alpay Koçakl?,Alanyaspor,18,Turkish Süper Lig
4174,14926,Kadem Ya?ar,Kasimpa?a SK,22,Turkish Süper Lig
4175,14940,Bright Gyamfi,Benevento Calcio,21,Italian Serie A
4176,14947,Juan Carlos Lázaro Cervera,Levante UD,21,Spanish Primera División
4177,14954,Gianluca Mancini,Atalanta,21,Italian Serie A
4178,14955,Valentin Voisin,SM Caen,21,French Ligue 1
4179,14959,Erin Jorge Gomes Pinheiro,AS Saint-Étienne,19,French Ligue 1
4180,14962,Leonardo Miramar Rocha,CD Leganés,19,Spanish Primera División
4181,14967,Durel Avounou,SM Caen,19,French Ligue 1
4182,14975,Shayon Harrison,Tottenham Hotspur,19,English Premier League
4183,14980,Alex Bradley,West Bromwich Albion,18,English Premier League
4184,14988,Nil Coch Montaña,Real Betis Balompié,19,Spanish Primera División
4185,14990,Florian Escales,Olympique de Marseille,21,French Ligue 1
4186,14991,Mats Köhlert,Hamburger SV,19,German Bundesliga
4187,14992,Okan Saraço?lu,?stanbul Ba?ak?ehir FK,19,Turkish Süper Lig
4188,15002,Michael Folivi,Watford,19,English Premier League
4189,15010,Jack Simpson,Bournemouth,20,English Premier League
4190,15014,Philipp Förster,SV Sandhausen,22,German 2. Bundesliga
4191,15016,Mete Kaan Demir,Hannover 96,19,German Bundesliga
4192,15029,Luca Vido,Atalanta,20,Italian Serie A
4193,15035,Robert Herrmann,SV Sandhausen,23,German 2. Bundesliga
4194,15044,Luke Hemmerich,VfL Bochum,19,German 2. Bundesliga
4195,15060,Dele Alampasu,CD Feirense,20,Portuguese Primeira Liga
4196,15066,Marco Richter,FC Augsburg,19,German Bundesliga
4197,15077,Kaylen Hinds,VfL Wolfsburg,19,German Bundesliga
4198,15089,Javier Díaz Sánchez,Sevilla FC,20,Spanish Primera División
4199,15096,Dominik Reimann,Borussia Dortmund,20,German Bundesliga
4200,15109,Alessandro Bellemo,Ferrara (SPAL),21,Italian Serie A
4201,15119,George McEachran,Chelsea,16,English Premier League
4202,15132,Corey Jordan,Bournemouth,18,English Premier League
4203,15133,Harry Souttar,Stoke City,18,English Premier League
4204,15141,Filippo Pavoni,Chievo Verona,17,Italian Serie A
4205,15151,Stanley Awurum,Portimonense SC,27,Portuguese Primeira Liga
4206,15161,Reiss Nelson,Arsenal,17,English Premier League
4207,15162,Marin Šverko,1. FSV Mainz 05,19,German Bundesliga
4208,15170,Victor Fernandez,Newcastle United,19,English Premier League
4209,15172,Yan Valery,Southampton,18,English Premier League
4210,15176,Moise Ngwisani,FC Erzgebirge Aue,19,German 2. Bundesliga
4211,15179,Ömerhan Ay?n,Medicana Sivasspor,20,Turkish Süper Lig
4212,15184,Lukas Gerlspeck,FC Ingolstadt 04,18,German 2. Bundesliga
4213,15186,Agim Zeka,LOSC Lille,18,French Ligue 1
4214,15190,Darnell Johnson,Leicester City,18,English Premier League
4215,15199,Ioannis Gelios,FC Augsburg,25,German Bundesliga
4216,15207,Ba-Muaka Simakala,Borussia Mönchengladbach,20,German Bundesliga
4217,15211,Ibrahim Hajtic,1. FC Heidenheim,19,German 2. Bundesliga
4218,15226,Jack Harper,Málaga CF,21,Spanish Primera División
4219,15228,Lars Ritzka,Hannover 96,19,German Bundesliga
4220,15239,Jan Niklas Beste,Borussia Dortmund,18,German Bundesliga
4221,15261,Kevin Hoffmann, SSV Jahn Regensburg,22,German 2. Bundesliga
4222,15264,Manuel De Luca,Torino,18,Italian Serie A
4223,15272,Anderson Lucoqui,Fortuna Düsseldorf,19,German 2. Bundesliga
4224,15274,Tyler Reid,Swansea City,19,English Premier League
4225,15276,Ismael Aaneba,RC Strasbourg,18,French Ligue 1
4226,15277,Will Patching,Manchester City,18,English Premier League
4227,15285,Ruibao Hu,SV Darmstadt 98,20,German 2. Bundesliga
4228,15286,Patrik Dzalto, SSV Jahn Regensburg,20,German 2. Bundesliga
4229,15292,Arne Sicker,Holstein Kiel,20,German 2. Bundesliga
4230,15294,Jacob Maddox,Chelsea,18,English Premier League
4231,15306,Victor Emanuel Araújo Ferreira,Rio Ave FC,19,Portuguese Primeira Liga
4232,15307,Furkan Yi?it,Evkur Yeni Malatyaspor,22,Turkish Süper Lig
4233,15308,Giuseppe Borello,Crotone,18,Italian Serie A
4234,15314,Özgür Taylan Ökke,Evkur Yeni Malatyaspor,21,Turkish Süper Lig
4235,15324,Ian Pino Soler,Málaga CF,21,Spanish Primera División
4236,15330,Meris Skenderovi?,TSG 1899 Hoffenheim,19,German Bundesliga
4237,15333,Robin Ziegele,VfL Wolfsburg,20,German Bundesliga
4238,15336,Erwan Maury,Dijon FCO,21,French Ligue 1
4239,15340,Tyreke Johnson,Southampton,18,English Premier League
4240,15344,Yehvann Diouf,ES Troyes AC,17,French Ligue 1
4241,15349,Hamidou Traore,Kardemir Karabükspor,20,Turkish Süper Lig
4242,15376,Phillip Menzel,VfL Wolfsburg,18,German Bundesliga
4243,15379,Yassin Fekir,Olympique Lyonnais,20,French Ligue 1
4244,15380,Luca Ranieri,Fiorentina,18,Italian Serie A
4245,15398,Renat Dadashov,Eintracht Frankfurt,18,German Bundesliga
4246,15403,Leon Bätge,Eintracht Frankfurt,19,German Bundesliga
4247,15406,Alessandro Guarnone,Milan,18,Italian Serie A
4248,15410,Romain Perraud,OGC Nice,19,French Ligue 1
4249,15419,Ahmet Canbaz,Eintracht Braunschweig,19,German 2. Bundesliga
4250,15422,Mickaël Nade,AS Saint-Étienne,18,French Ligue 1
4251,15426,Jan-Marc Schneider,FC St. Pauli,23,German 2. Bundesliga
4252,15428,Frank Ronstadt,Hamburger SV,19,German Bundesliga
4253,15431,Thibault Cottes,Toulouse FC,19,French Ligue 1
4254,15439,Adam King,Swansea City,21,English Premier League
4255,15444,Joshua Bitter,FC Schalke 04,20,German Bundesliga
4256,15454,Salomon Obama Ondo,Atlético Madrid,17,Spanish Primera División
4257,15458,Kyle Cameron,Newcastle United,20,English Premier League
4258,15459,Diogo Guedes Nunes,Boavista FC,20,Portuguese Primeira Liga
4259,15461,Sébastien Salles-Lamonge,Stade Rennais FC,21,French Ligue 1
4260,15463,Jonas Behounek,Hamburger SV,19,German Bundesliga
4261,15464,Silas Zehnder,SV Darmstadt 98,18,German 2. Bundesliga
4262,15465,Kilian Senkbeil,RB Leipzig,18,German Bundesliga
4263,15468,Lorenzo Del Pinto,Benevento Calcio,27,Italian Serie A
4264,15469,Gökay Güney,Galatasaray SK,18,Turkish Süper Lig
4265,15475,Edward Nketiah,Arsenal,18,English Premier League
4266,15480,Lino Tempelmann,SC Freiburg,18,German Bundesliga
4267,15490,Andrea Gambetta,RC Strasbourg,20,French Ligue 1
4268,15506,Justin Tokishi Kinjo,Fortuna Düsseldorf,20,German 2. Bundesliga
4269,15528,Mael Corboz,MSV Duisburg,22,German 2. Bundesliga
4270,15534,Madih Talal,Amiens SC Football,19,French Ligue 1
4271,15543,Jean-Christophe Bouet,Amiens SC Football,33,French Ligue 1
4272,15547,Tolaji Bola,Arsenal,18,English Premier League
4273,15552,Oualid Mamoun,Angers SCO,21,French Ligue 1
4274,15570,Ali Ibrahimaj,SV Sandhausen,25,German 2. Bundesliga
4275,15582,Samuel Casado Conde,Málaga CF,20,Spanish Primera División
4276,15591,Dominik Franke,VfL Wolfsburg,18,German Bundesliga
4277,15595,Victor Mouangue,En Avant de Guingamp,19,French Ligue 1
4278,15598,Alexander Fuchs,1. FC Nürnberg,20,German 2. Bundesliga
4279,15601,Luke Dreher,Crystal Palace,18,English Premier League
4280,15614,Oktay Bala,?stanbul Ba?ak?ehir FK,19,Turkish Süper Lig
4281,15617,Rezan Corlu,Roma,19,Italian Serie A
4282,15644,Keelan O'Connell,Bournemouth,17,English Premier League
4283,15647,Grady Diangana,West Ham United,19,English Premier League
4284,15657,Marcus Barnes,Southampton,20,English Premier League
4285,15660,Karlo Igor Maji?,Fortuna Düsseldorf,19,German 2. Bundesliga
4286,15679,Alexandre Llovet,Montpellier Hérault SC,19,French Ligue 1
4287,15692,James Tilley,Brighton & Hove Albion,19,English Premier League
4288,15703,Eden Massouema,Dijon FCO,20,French Ligue 1
4289,15705,Nicolas Basin,FC Metz,18,French Ligue 1
4290,15714,Giacomo Poluzzi,Ferrara (SPAL),29,Italian Serie A
4291,15719,Henri Weigelt,DSC Arminia Bielefeld,19,German 2. Bundesliga
4292,15720,Patrick Salata,1. FC Kaiserslautern,19,German 2. Bundesliga
4293,15729,Jayson Molumby,Brighton & Hove Albion,17,English Premier League
4294,15731,Tyler Cordner,Bournemouth,18,English Premier League
4295,15747,Layton Ndukwu,Leicester City,18,English Premier League
4296,15749,Lennart Grill,1. FC Kaiserslautern,18,German 2. Bundesliga
4297,15755,Mehdi Beneddine,AS Monaco,21,French Ligue 1
4298,15759,Gaëtan Weissbeck,RC Strasbourg,20,French Ligue 1
4299,15762,Francesco Rossi,Atalanta,26,Italian Serie A
4300,15773,Taylan Duman,Fortuna Düsseldorf,19,German 2. Bundesliga
4301,15776,Davor Lovren,Fortuna Düsseldorf,18,German 2. Bundesliga
4302,15790,Maxim Leitsch,VfL Bochum,19,German 2. Bundesliga
4303,15792,Anthony Caci,RC Strasbourg,20,French Ligue 1
4304,15793,Burak Kavlak,Evkur Yeni Malatyaspor,20,Turkish Süper Lig
4305,15801,Furkan Pek?en,Evkur Yeni Malatyaspor,21,Turkish Süper Lig
4306,15802,Ryan Blair,Swansea City,21,English Premier League
4307,15808,Joshua Debayo,Leicester City,20,English Premier League
4308,15809,Yhoan Andzouana,Girona CF,20,Spanish Primera División
4309,15818,Brian Koglin,FC St. Pauli,20,German 2. Bundesliga
4310,15820,Juan Castillo,Chelsea,17,English Premier League
4311,15833,Patrick Sussek,FC Ingolstadt 04,17,German 2. Bundesliga
